Gene stable ID	Gene name	Pig gene stable ID	Pig gene name	Pig homology type
ENSG00000120158	RCL1	ENSSSCG00000005217	RCL1	ortholog_one2one
ENSG00000139910	NOVA1	ENSSSCG00000024396	NOVA1	ortholog_one2one
ENSG00000196236	XPNPEP3	ENSSSCG00000033823	XPNPEP3	ortholog_one2one
ENSG00000132164	SLC6A11	ENSSSCG00000039850	SLC6A11	ortholog_one2one
ENSG00000101558	VAPA	ENSSSCG00000038465	VAPA	ortholog_one2one
ENSG00000151023	ENKUR	ENSSSCG00000032929	ENKUR	ortholog_one2one
ENSG00000133104	SPART	ENSSSCG00000024635	SPART	ortholog_one2one
ENSG00000187624	C17orf97	ENSSSCG00000017814		ortholog_one2one
ENSG00000104953	TLE6	ENSSSCG00000024588		ortholog_one2one
ENSG00000101460	MAP1LC3A	ENSSSCG00000007281	MAP1LC3A	ortholog_one2one
ENSG00000091622	PITPNM3	ENSSSCG00000017890	PITPNM3	ortholog_one2one
ENSG00000122873	CISD1	ENSSSCG00000038620		ortholog_one2many
ENSG00000122873	CISD1	ENSSSCG00000009508		ortholog_one2many
ENSG00000122873	CISD1	ENSSSCG00000035762		ortholog_one2many
ENSG00000183579	ZNRF3	ENSSSCG00000009971	ZNRF3	ortholog_one2one
ENSG00000163527	STT3B	ENSSSCG00000011229	STT3B	ortholog_one2one
ENSG00000136770	DNAJC1	ENSSSCG00000026001	DNAJC1	ortholog_one2one
ENSG00000107018	RLN1	ENSSSCG00000005216		ortholog_one2many
ENSG00000175065	DSG4	ENSSSCG00000020740	DSG4	ortholog_one2one
ENSG00000211829	TRDC	ENSSSCG00000022512	TRDC	ortholog_one2one
ENSG00000107020	PLGRKT	ENSSSCG00000005212	PLGRKT	ortholog_one2one
ENSG00000197586	ENTPD6	ENSSSCG00000027070	ENTPD6	ortholog_one2one
ENSG00000100243	CYB5R3	ENSSSCG00000000038	CYB5R3	ortholog_one2one
ENSG00000284306	SSU72P2	ENSSSCG00000014787		ortholog_many2many
ENSG00000284306	SSU72P2	ENSSSCG00000014789		ortholog_many2many
ENSG00000177054	ZDHHC13	ENSSSCG00000021688	ZDHHC13	ortholog_one2one
ENSG00000165633	VSTM4	ENSSSCG00000010385	VSTM4	ortholog_one2one
ENSG00000106993	CDC37L1	ENSSSCG00000005219	CDC37L1	ortholog_one2one
ENSG00000151413	NUBPL	ENSSSCG00000001968	NUBPL	ortholog_one2one
ENSG00000103126	AXIN1	ENSSSCG00000023204	AXIN1	ortholog_one2one
ENSG00000099864	PALM	ENSSSCG00000039575	PALM	ortholog_one2one
ENSG00000122912	SLC25A16	ENSSSCG00000022303	SLC25A16	ortholog_one2one
ENSG00000102572	STK24	ENSSSCG00000009511	STK24	ortholog_one2one
ENSG00000173705	SUSD5	ENSSSCG00000039358	SUSD5	ortholog_one2one
ENSG00000083457	ITGAE	ENSSSCG00000017869	ITGAE	ortholog_one2one
ENSG00000155158	TTC39B	ENSSSCG00000005186	TTC39B	ortholog_one2one
ENSG00000100852	ARHGAP5	ENSSSCG00000001966	ARHGAP5	ortholog_one2one
ENSG00000165443	PHYHIPL	ENSSSCG00000039215	PHYHIPL	ortholog_one2one
ENSG00000154822	PLCL2	ENSSSCG00000029811	PLCL2	ortholog_one2one
ENSG00000229937	PRPS1L1	ENSSSCG00000015366	PRPS1L1	ortholog_one2one
ENSG00000105954	NPVF	ENSSSCG00000036611	NPVF	ortholog_one2one
ENSG00000125931	CITED1	ENSSSCG00000012409	CITED1	ortholog_one2one
ENSG00000170558	CDH2	ENSSSCG00000003722	CDH2	ortholog_one2one
ENSG00000151789	ZNF385D	ENSSSCG00000011208	ZNF385D	ortholog_one2one
ENSG00000100266	PACSIN2	ENSSSCG00000000036	PACSIN2	ortholog_one2one
ENSG00000179580	RNF151	ENSSSCG00000034728	RNF151	ortholog_one2one
ENSG00000142178	SIK1	ENSSSCG00000035037		ortholog_one2many
ENSG00000150201	FXYD4	ENSSSCG00000044108	FXYD4	ortholog_one2one
ENSG00000198858	R3HDM4	ENSSSCG00000013419	R3HDM4	ortholog_one2one
ENSG00000106066	CPVL	ENSSSCG00000016688	CPVL	ortholog_one2one
ENSG00000129515	SNX6	ENSSSCG00000040912	SNX6	ortholog_one2one
ENSG00000008710	PKD1	ENSSSCG00000008041	PKD1	ortholog_one2one
ENSG00000138303	ASCC1	ENSSSCG00000023130	ASCC1	ortholog_one2one
ENSG00000215182	MUC5AC	ENSSSCG00000033382		ortholog_one2one
ENSG00000007952	NOX1	ENSSSCG00000012485	NOX1	ortholog_one2one
ENSG00000160207	HSF2BP	ENSSSCG00000032445		ortholog_one2many
ENSG00000160207	HSF2BP	ENSSSCG00000022164		ortholog_one2many
ENSG00000161929	SCIMP	ENSSSCG00000017896	SCIMP	ortholog_one2one
ENSG00000136161	RCBTB2	ENSSSCG00000009400	RCBTB2	ortholog_one2one
ENSG00000099817	POLR2E	ENSSSCG00000021472	POLR2E	ortholog_one2one
ENSG00000070950	RAD18	ENSSSCG00000026158	RAD18	ortholog_one2one
ENSG00000160221	GATD3A	ENSSSCG00000025525		ortholog_one2many
ENSG00000135378	PRRG4	ENSSSCG00000013313	PRRG4	ortholog_one2one
ENSG00000129204	USP6	ENSSSCG00000039473		ortholog_one2many
ENSG00000147883	CDKN2B	ENSSSCG00000034120	CDKN2B	ortholog_one2one
ENSG00000120210	INSL6	ENSSSCG00000005214	INSL6	ortholog_one2one
ENSG00000110756	HPS5	ENSSSCG00000049136		ortholog_one2one
ENSG00000183354	KIAA2026	ENSSSCG00000005205	KIAA2026	ortholog_one2one
ENSG00000184205	TSPYL2	ENSSSCG00000012323	TSPYL2	ortholog_one2one
ENSG00000129518	EAPP	ENSSSCG00000001960	EAPP	ortholog_one2one
ENSG00000144668	ITGA9	ENSSSCG00000011245	ITGA9	ortholog_one2one
ENSG00000178235	SLITRK1	ENSSSCG00000009485	SLITRK1	ortholog_one2one
ENSG00000132965	ALOX5AP	ENSSSCG00000009330	ALOX5AP	ortholog_one2one
ENSG00000125910	S1PR4	ENSSSCG00000013474	S1PR4	ortholog_one2one
ENSG00000106688	SLC1A1	ENSSSCG00000005222	SLC1A1	ortholog_one2one
ENSG00000100442	FKBP3	ENSSSCG00000021217	FKBP3	ortholog_one2one
ENSG00000125912	NCLN	ENSSSCG00000013475	NCLN	ortholog_one2one
ENSG00000102466	FGF14	ENSSSCG00000009527	FGF14	ortholog_one2one
ENSG00000215472	RPL17-C18orf32	ENSSSCG00000035007	RPL17-C18orf32	ortholog_one2one
ENSG00000105963	ADAP1	ENSSSCG00000007547	ADAP1	ortholog_one2one
ENSG00000032742	IFT88	ENSSSCG00000009270	IFT88	ortholog_one2one
ENSG00000126733	DACH2	ENSSSCG00000036515	DACH2	ortholog_one2one
ENSG00000274600	RIMBP3B	ENSSSCG00000010089		ortholog_one2many
ENSG00000160223	ICOSLG	ENSSSCG00000022246		ortholog_one2many
ENSG00000100241	SBF1	ENSSSCG00000000968	SBF1	ortholog_one2one
ENSG00000265203	RBP3	ENSSSCG00000010374	RBP3	ortholog_one2one
ENSG00000129514	FOXA1	ENSSSCG00000037634	FOXA1	ortholog_one2one
ENSG00000202093	SNORD58C	ENSSSCG00000030194	SNORD58	ortholog_one2one
ENSG00000206602	SNORD58A	ENSSSCG00000024372	SNORD58	ortholog_one2one
ENSG00000101670	LIPG	ENSSSCG00000004509	LIPG	ortholog_one2one
ENSG00000165322	ARHGAP12	ENSSSCG00000011026	ARHGAP12	ortholog_one2one
ENSG00000168952	STXBP6	ENSSSCG00000001977	STXBP6	ortholog_one2one
ENSG00000205808	PLPP6	ENSSSCG00000005220	PLPP6	ortholog_one2one
ENSG00000197646	PDCD1LG2	ENSSSCG00000032561	PDCD1LG2	ortholog_one2one
ENSG00000102445	RUBCNL	ENSSSCG00000009410	RUBCNL	ortholog_one2one
ENSG00000044459	CNTLN	ENSSSCG00000005178	CNTLN	ortholog_one2one
ENSG00000125046	SSUH2	ENSSSCG00000023082	SSUH2	ortholog_one2one
ENSG00000142182	DNMT3L	ENSSSCG00000028741		ortholog_one2many
ENSG00000198934	MAGEE1	ENSSSCG00000041318		ortholog_many2many
ENSG00000198934	MAGEE1	ENSSSCG00000012733		ortholog_many2many
ENSG00000198934	MAGEE1	ENSSSCG00000012740		ortholog_many2many
ENSG00000198934	MAGEE1	ENSSSCG00000048272		ortholog_many2many
ENSG00000196440	ARMCX4	ENSSSCG00000034821	ARMCX4	ortholog_one2one
ENSG00000100890	PRORP	ENSSSCG00000001950	PSMA6	ortholog_one2many
ENSG00000256806	C17orf100	ENSSSCG00000033819		ortholog_one2one
ENSG00000141627	DYM	ENSSSCG00000004508	DYM	ortholog_one2one
ENSG00000108515	ENO3	ENSSSCG00000017904	ENO3	ortholog_one2one
ENSG00000151117	TMEM86A	ENSSSCG00000013360	TMEM86A	ortholog_one2one
ENSG00000107036	RIC1	ENSSSCG00000005208	RIC1	ortholog_one2one
ENSG00000160224	AIRE	ENSSSCG00000025294	AIRE	ortholog_one2one
ENSG00000125247	TMTC4	ENSSSCG00000009524	TMTC4	ortholog_one2one
ENSG00000132259	CNGA4	ENSSSCG00000014630	CNGA4	ortholog_one2one
ENSG00000102390	PBDC1	ENSSSCG00000030577	PBDC1	ortholog_one2one
ENSG00000130701	RBBP8NL	ENSSSCG00000007539	RBBP8NL	ortholog_one2one
ENSG00000169635	HIC2	ENSSSCG00000036472	HIC2	ortholog_one2one
ENSG00000134343	ANO3	ENSSSCG00000013339	ANO3	ortholog_one2one
ENSG00000141646	SMAD4	ENSSSCG00000004524	SMAD4	ortholog_one2one
ENSG00000130540	SULT4A1	ENSSSCG00000000026	SULT4A1	ortholog_one2one
ENSG00000141959	PFKL	ENSSSCG00000028197	PFKL	ortholog_one2one
ENSG00000149646	CNBD2	ENSSSCG00000007313	CNBD2	ortholog_one2one
ENSG00000105255	FSD1	ENSSSCG00000013505	FSD1	ortholog_one2one
ENSG00000163576	EFHB	ENSSSCG00000011205	EFHB	ortholog_one2one
ENSG00000174016	TENT5D	ENSSSCG00000012450	TENT5D	ortholog_one2one
ENSG00000122145	TBX22	ENSSSCG00000012449	TBX22	ortholog_one2one
ENSG00000183032	SLC25A21	ENSSSCG00000039317	SLC25A21	ortholog_one2one
ENSG00000133106	EPSTI1	ENSSSCG00000037572	EPSTI1	ortholog_one2one
ENSG00000207154	RNU1-46P	ENSSSCG00000019927	U1	ortholog_many2many
ENSG00000207154	RNU1-46P	ENSSSCG00000019697	U1	ortholog_many2many
ENSG00000176624	MEX3C	ENSSSCG00000034427	MEX3C	ortholog_one2one
ENSG00000131653	TRAF7	ENSSSCG00000008043	TRAF7	ortholog_one2one
ENSG00000073614	KDM5A	ENSSSCG00000029464	KDM5A	ortholog_one2one
ENSG00000101439	CST3	ENSSSCG00000037360	CST3	ortholog_one2one
ENSG00000196628	TCF4	ENSSSCG00000004535	TCF4	ortholog_one2one
ENSG00000188167	TMPPE	ENSSSCG00000037371	TMPPE	ortholog_one2one
ENSG00000164818	DNAAF5	ENSSSCG00000007543	DNAAF5	ortholog_one2one
ENSG00000087301	TXNDC16	ENSSSCG00000035934	TXNDC16	ortholog_one2one
ENSG00000011132	APBA3	ENSSSCG00000013492	APBA3	ortholog_one2one
ENSG00000129810	SGO1	ENSSSCG00000011207	SGO1	ortholog_one2one
ENSG00000102053	ZC3H12B	ENSSSCG00000012367	ZC3H12B	ortholog_one2one
ENSG00000124227	ANKRD60	ENSSSCG00000007511	ANKRD60	ortholog_one2one
ENSG00000188133	TMEM215	ENSSSCG00000011002	TMEM215	ortholog_one2one
ENSG00000147862	NFIB	ENSSSCG00000005190	NFIB	ortholog_one2one
ENSG00000102057	KCND1	ENSSSCG00000028284	KCND1	ortholog_one2one
ENSG00000110768	GTF2H1	ENSSSCG00000013367	GTF2H1	ortholog_one2one
ENSG00000127863	TNFRSF19	ENSSSCG00000009283	TNFRSF19	ortholog_one2one
ENSG00000083454	P2RX5	ENSSSCG00000017868		ortholog_one2many
ENSG00000147202	DIAPH2	ENSSSCG00000012474	DIAPH2	ortholog_one2one
ENSG00000105289	TJP3	ENSSSCG00000013491	TJP3	ortholog_one2one
ENSG00000101193	GID8	ENSSSCG00000034173	GID8	ortholog_one2one
ENSG00000131059	BPIFA3	ENSSSCG00000024787	BPIFA3	ortholog_one2one
ENSG00000183751	TBL3	ENSSSCG00000037686	TBL3	ortholog_one2one
ENSG00000256590	TRDV3	ENSSSCG00000031495		ortholog_one2one
ENSG00000105928	GSDME	ENSSSCG00000016716	GSDME	ortholog_one2one
ENSG00000072401	UBE2D1	ENSSSCG00000033323	UBE2D1	ortholog_one2one
ENSG00000139832	RAB20	ENSSSCG00000022719	RAB20	ortholog_one2one
ENSG00000160226	CFAP410	ENSSSCG00000024500	CFAP410	ortholog_one2one
ENSG00000165501	LRR1	ENSSSCG00000005004	LRR1	ortholog_one2one
ENSG00000159307	SCUBE1	ENSSSCG00000000029	SCUBE1	ortholog_one2one
ENSG00000134905	CARS2	ENSSSCG00000031757	CARS2	ortholog_one2one
ENSG00000124225	PMEPA1	ENSSSCG00000034259	PMEPA1	ortholog_one2one
ENSG00000266524	GDF10	ENSSSCG00000010376	GDF10	ortholog_one2one
ENSG00000255639		ENSSSCG00000000718		ortholog_one2many
ENSG00000120645	IQSEC3	ENSSSCG00000000748	IQSEC3	ortholog_one2one
ENSG00000165516	KLHDC2	ENSSSCG00000005009	KLHDC2	ortholog_one2one
ENSG00000196693	ZNF33B	ENSSSCG00000028345		ortholog_one2many
ENSG00000183569	SERHL2	ENSSSCG00000034350	SERHL2	ortholog_one2one
ENSG00000175894	TSPEAR	ENSSSCG00000022988	TSPEAR	ortholog_one2one
ENSG00000110696	C11orf58	ENSSSCG00000040570	C11orf58	ortholog_one2one
ENSG00000101365	IDH3B	ENSSSCG00000007173	IDH3B	ortholog_one2one
ENSG00000047621	C12orf4	ENSSSCG00000000723	C12orf4	ortholog_one2one
ENSG00000107745	MICU1	ENSSSCG00000010289	MICU1	ortholog_one2one
ENSG00000129170	CSRP3	ENSSSCG00000013354	CSRP3	ortholog_one2one
ENSG00000131171	SH3BGRL	ENSSSCG00000012452		ortholog_one2one
ENSG00000070882	OSBPL3	ENSSSCG00000016715	OSBPL3	ortholog_one2one
ENSG00000215454	KRTAP10-4	ENSSSCG00000017451		ortholog_many2many
ENSG00000215454	KRTAP10-4	ENSSSCG00000027632		ortholog_many2many
ENSG00000215454	KRTAP10-4	ENSSSCG00000049072		ortholog_many2many
ENSG00000196415	PRTN3	ENSSSCG00000013417	PRTN3	ortholog_one2one
ENSG00000188155	KRTAP10-6	ENSSSCG00000036487		ortholog_many2many
ENSG00000188155	KRTAP10-6	ENSSSCG00000037222		ortholog_many2many
ENSG00000188155	KRTAP10-6	ENSSSCG00000046681		ortholog_many2many
ENSG00000188155	KRTAP10-6	ENSSSCG00000029038		ortholog_many2many
ENSG00000188155	KRTAP10-6	ENSSSCG00000028768		ortholog_many2many
ENSG00000188155	KRTAP10-6	ENSSSCG00000047309		ortholog_many2many
ENSG00000188155	KRTAP10-6	ENSSSCG00000048449		ortholog_many2many
ENSG00000188155	KRTAP10-6	ENSSSCG00000025793		ortholog_many2many
ENSG00000188155	KRTAP10-6	ENSSSCG00000039836		ortholog_many2many
ENSG00000188155	KRTAP10-6	ENSSSCG00000020673		ortholog_many2many
ENSG00000170935	NCBP2L	ENSSSCG00000012562	NCBP2L	ortholog_one2one
ENSG00000221837	KRTAP10-9	ENSSSCG00000036487		ortholog_many2many
ENSG00000221837	KRTAP10-9	ENSSSCG00000037222		ortholog_many2many
ENSG00000221837	KRTAP10-9	ENSSSCG00000046681		ortholog_many2many
ENSG00000221837	KRTAP10-9	ENSSSCG00000029038		ortholog_many2many
ENSG00000221837	KRTAP10-9	ENSSSCG00000028768		ortholog_many2many
ENSG00000221837	KRTAP10-9	ENSSSCG00000047309		ortholog_many2many
ENSG00000221837	KRTAP10-9	ENSSSCG00000048449		ortholog_many2many
ENSG00000221837	KRTAP10-9	ENSSSCG00000025793		ortholog_many2many
ENSG00000221837	KRTAP10-9	ENSSSCG00000039836		ortholog_many2many
ENSG00000221837	KRTAP10-9	ENSSSCG00000020673		ortholog_many2many
ENSG00000153487	ING1	ENSSSCG00000034818	ING1	ortholog_one2one
ENSG00000243489	KRTAP10-11	ENSSSCG00000017451		ortholog_many2many
ENSG00000243489	KRTAP10-11	ENSSSCG00000027632		ortholog_many2many
ENSG00000243489	KRTAP10-11	ENSSSCG00000049072		ortholog_many2many
ENSG00000204071	TCEAL6	ENSSSCG00000012531		ortholog_many2many
ENSG00000204071	TCEAL6	ENSSSCG00000028062		ortholog_many2many
ENSG00000105246	EBI3	ENSSSCG00000013498	EBI3	ortholog_one2one
ENSG00000165572	KBTBD6	ENSSSCG00000031378	KBTBD6	ortholog_one2one
ENSG00000184787	UBE2G2	ENSSSCG00000027165	UBE2G2	ortholog_one2one
ENSG00000170743	SYT9	ENSSSCG00000014599	SYT9	ortholog_one2one
ENSG00000120696	KBTBD7	ENSSSCG00000037413	KBTBD7	ortholog_one2one
ENSG00000167972	ABCA3	ENSSSCG00000008051	ABCA3	ortholog_one2one
ENSG00000120662	MTRF1	ENSSSCG00000009436	MTRF1	ortholog_one2one
ENSG00000104885	DOT1L	ENSSSCG00000013457	DOT1L	ortholog_one2one
ENSG00000004478	FKBP4	ENSSSCG00000000743	FKBP4	ortholog_one2one
ENSG00000093167	LRRFIP2	ENSSSCG00000027738	LRRFIP2	ortholog_one2one
ENSG00000124164	VAPB	ENSSSCG00000007514	VAPB	ortholog_one2one
ENSG00000254598	CSNK2A3	ENSSSCG00000007203		ortholog_one2many
ENSG00000172766	NAA16	ENSSSCG00000009435	NAA16	ortholog_one2one
ENSG00000108528	SLC25A11	ENSSSCG00000032472	SLC25A11	ortholog_one2one
ENSG00000099250	NRP1	ENSSSCG00000011102	NRP1	ortholog_one2one
ENSG00000183161	FANCF	ENSSSCG00000037501	FANCF	ortholog_one2one
ENSG00000160255	ITGB2	ENSSSCG00000025133	ITGB2	ortholog_one2one
ENSG00000095932	SMIM24	ENSSSCG00000038067		ortholog_one2one
ENSG00000073712	FERMT2	ENSSSCG00000005041	FERMT2	ortholog_one2one
ENSG00000211685	IGLC7	ENSSSCG00000010077		ortholog_many2many
ENSG00000211685	IGLC7	ENSSSCG00000038719		ortholog_many2many
ENSG00000167333	TRIM68	ENSSSCG00000014768	TRIM68	ortholog_one2one
ENSG00000100991	TRPC4AP	ENSSSCG00000007289	TRPC4AP	ortholog_one2one
ENSG00000060566	CREB3L3	ENSSSCG00000013501	CREB3L3	ortholog_one2one
ENSG00000112699	GMDS	ENSSSCG00000000994	GMDS	ortholog_one2one
ENSG00000100395	L3MBTL2	ENSSSCG00000000066	L3MBTL2	ortholog_one2one
ENSG00000152219	ARL14EP	ENSSSCG00000039889	ARL14EP	ortholog_one2one
ENSG00000065970	FOXJ2	ENSSSCG00000039580	FOXJ2	ortholog_one2one
ENSG00000141040	ZNF287	ENSSSCG00000018031	ZNF287	ortholog_one2one
ENSG00000129158	SERGEF	ENSSSCG00000042767	SERGEF	ortholog_one2one
ENSG00000102760	RGCC	ENSSSCG00000009434	RGCC	ortholog_one2one
ENSG00000112685	EXOC2	ENSSSCG00000000985	EXOC2	ortholog_one2one
ENSG00000102763	VWA8	ENSSSCG00000029837	VWA8	ortholog_one2one
ENSG00000101146	RAE1	ENSSSCG00000007503	RAE1	ortholog_one2one
ENSG00000111732	AICDA	ENSSSCG00000000667	AICDA	ortholog_one2one
ENSG00000178951	ZBTB7A	ENSSSCG00000029236	ZBTB7A	ortholog_one2one
ENSG00000137040	RANBP6	ENSSSCG00000005204	RANBP6	ortholog_one2one
ENSG00000167476	JSRP1	ENSSSCG00000031899	JSRP1	ortholog_one2one
ENSG00000099219	ERMP1	ENSSSCG00000005207	ERMP1	ortholog_one2one
ENSG00000077463	SIRT6	ENSSSCG00000013496	SIRT6	ortholog_one2one
ENSG00000100060	MFNG	ENSSSCG00000030209	MFNG	ortholog_one2one
ENSG00000167964	RAB26	ENSSSCG00000033691	RAB26	ortholog_one2one
ENSG00000129480	DTD2	ENSSSCG00000026663	DTD2	ortholog_one2one
ENSG00000137265	IRF4	ENSSSCG00000033381	IRF4	ortholog_one2one
ENSG00000100519	PSMC6	ENSSSCG00000005038	PSMC6	ortholog_one2one
ENSG00000206615	RNU6-338P	ENSSSCG00000019425	U6	ortholog_one2many
ENSG00000206615	RNU6-338P	ENSSSCG00000035023	U6	ortholog_one2many
ENSG00000123200	ZC3H13	ENSSSCG00000009414	ZC3H13	ortholog_one2one
ENSG00000199248	RNU6-28P	ENSSSCG00000019976	U6	ortholog_one2many
ENSG00000209482	SNORD83A	ENSSSCG00000018184		ortholog_one2one
ENSG00000209480	SNORD83B	ENSSSCG00000037826		ortholog_one2one
ENSG00000263764	SNORD43	ENSSSCG00000018935		ortholog_one2one
ENSG00000221598	MIR1249	ENSSSCG00000024146	ssc-mir-1249-1	ortholog_one2one
ENSG00000147885	IFNA16	ENSSSCG00000044440	IFN-ALPHA-4	ortholog_many2many
ENSG00000147885	IFNA16	ENSSSCG00000043301	IFN-ALPHA-8	ortholog_many2many
ENSG00000147885	IFNA16	ENSSSCG00000045163	IFN-ALPHA-9	ortholog_many2many
ENSG00000147885	IFNA16	ENSSSCG00000031149	IFN-ALPHA-15	ortholog_many2many
ENSG00000147885	IFNA16	ENSSSCG00000047475		ortholog_many2many
ENSG00000147885	IFNA16	ENSSSCG00000050619	IFNA1	ortholog_many2many
ENSG00000068323	TFE3	ENSSSCG00000012287	TFE3	ortholog_one2one
ENSG00000188379	IFNA2	ENSSSCG00000044440	IFN-ALPHA-4	ortholog_many2many
ENSG00000188379	IFNA2	ENSSSCG00000043301	IFN-ALPHA-8	ortholog_many2many
ENSG00000188379	IFNA2	ENSSSCG00000045163	IFN-ALPHA-9	ortholog_many2many
ENSG00000188379	IFNA2	ENSSSCG00000031149	IFN-ALPHA-15	ortholog_many2many
ENSG00000188379	IFNA2	ENSSSCG00000047475		ortholog_many2many
ENSG00000188379	IFNA2	ENSSSCG00000050619	IFNA1	ortholog_many2many
ENSG00000125249	RAP2A	ENSSSCG00000039812	RAP2A	ortholog_one2one
ENSG00000198642	KLHL9	ENSSSCG00000005150	KLHL9	ortholog_one2one
ENSG00000276027	RNU12	ENSSSCG00000019768	U12	ortholog_one2one
ENSG00000176399	DMRTA1	ENSSSCG00000005131	DMRTA1	ortholog_one2one
ENSG00000100379	KCTD17	ENSSSCG00000000135	KCTD17	ortholog_one2one
ENSG00000147874	HAUS6	ENSSSCG00000005173	HAUS6	ortholog_one2one
ENSG00000139793	MBNL2	ENSSSCG00000009505	MBNL2	ortholog_one2one
ENSG00000145945	FAM50B	ENSSSCG00000026323	FAM50B	ortholog_one2one
ENSG00000131044	TTLL9	ENSSSCG00000007236	TTLL9	ortholog_one2one
ENSG00000124802	EEF1E1	ENSSSCG00000036257		ortholog_one2many
ENSG00000188917	TRMT2B	ENSSSCG00000012489	TRMT2B	ortholog_one2one
ENSG00000103249	CLCN7	ENSSSCG00000008024	CLCN7	ortholog_one2one
ENSG00000121691	CAT	ENSSSCG00000013302	CAT	ortholog_one2one
ENSG00000258790		ENSSSCG00000001950	PSMA6	ortholog_one2many
ENSG00000188428	BLOC1S5	ENSSSCG00000040593	BLOC1S5	ortholog_one2many
ENSG00000108518	PFN1	ENSSSCG00000017907	PFN1	ortholog_one2one
ENSG00000122692	SMU1	ENSSSCG00000010999	SMU1	ortholog_one2one
ENSG00000180626	ZNF594	ENSSSCG00000017897		ortholog_one2one
ENSG00000144711	IQSEC1	ENSSSCG00000027812	IQSEC1	ortholog_one2one
ENSG00000132517	SLC52A1	ENSSSCG00000005908		ortholog_one2many
ENSG00000213995	NAXD	ENSSSCG00000029502	NAXD	ortholog_one2one
ENSG00000170925	TEX13B	ENSSSCG00000012544		ortholog_one2many
ENSG00000170925	TEX13B	ENSSSCG00000012565		ortholog_one2many
ENSG00000120647	CCDC77	ENSSSCG00000000751	CCDC77	ortholog_one2one
ENSG00000183255	PTTG1IP	ENSSSCG00000031249	PTTG1IP	ortholog_one2one
ENSG00000182489	XKRX	ENSSSCG00000012487	XKRX	ortholog_one2one
ENSG00000101161	PRPF6	ENSSSCG00000029119	PRPF6	ortholog_one2one
ENSG00000167657	DAPK3	ENSSSCG00000032170	DAPK3	ortholog_one2one
ENSG00000120594	PLXDC2	ENSSSCG00000032444	PLXDC2	ortholog_one2one
ENSG00000100220	RTCB	ENSSSCG00000000158	RTCB	ortholog_one2one
ENSG00000149100	EIF3M	ENSSSCG00000013315	EIF3M	ortholog_one2one
ENSG00000102226	USP11	ENSSSCG00000012273	USP11	ortholog_one2one
ENSG00000054796	SPO11	ENSSSCG00000007502	SPO11	ortholog_one2one
ENSG00000120217	CD274	ENSSSCG00000005211	CD274	ortholog_one2one
ENSG00000121743	GJA3	ENSSSCG00000036798	GJA3	ortholog_one2one
ENSG00000074370	ATP2A3	ENSSSCG00000017874	ATP2A3	ortholog_one2one
ENSG00000121742	GJB6	ENSSSCG00000036474	GJB6	ortholog_one2one
ENSG00000087303	NID2	ENSSSCG00000005030	NID2	ortholog_one2one
ENSG00000160256	FAM207A	ENSSSCG00000028571		ortholog_one2one
ENSG00000105229	PIAS4	ENSSSCG00000022066	PIAS4	ortholog_one2one
ENSG00000099810	MTAP	ENSSSCG00000005135		ortholog_one2many
ENSG00000204176	SYT15	ENSSSCG00000028341		ortholog_one2many
ENSG00000166478	ZNF143	ENSSSCG00000022070	ZNF143	ortholog_one2one
ENSG00000128245	YWHAH	ENSSSCG00000010035	YWHAH	ortholog_one2one
ENSG00000111254	AKAP3	ENSSSCG00000000720	AKAP3	ortholog_one2one
ENSG00000132821	VSTM2L	ENSSSCG00000007338	VSTM2L	ortholog_one2one
ENSG00000071189	SNX13	ENSSSCG00000024761	SNX13	ortholog_one2one
ENSG00000121741	ZMYM2	ENSSSCG00000021814	ZMYM2	ortholog_one2one
ENSG00000128203	ASPHD2	ENSSSCG00000009959	ASPHD2	ortholog_one2one
ENSG00000186866	POFUT2	ENSSSCG00000012088		ortholog_one2one
ENSG00000204548	DEFB121	ENSSSCG00000028629	DEFB121	ortholog_one2one
ENSG00000100104	SRRD	ENSSSCG00000050530	SRRD	ortholog_one2one
ENSG00000182872	RBM10	ENSSSCG00000012271	RBM10	ortholog_one2one
ENSG00000184207	PGP	ENSSSCG00000036614	PGP	ortholog_one2one
ENSG00000125977	EIF2S2	ENSSSCG00000026617	EIF2S2	ortholog_one2one
ENSG00000148484	RSU1	ENSSSCG00000011042	RSU1	ortholog_one2one
ENSG00000141905	NFIC	ENSSSCG00000036537	NFIC	ortholog_one2one
ENSG00000100109	TFIP11	ENSSSCG00000009962	TFIP11	ortholog_one2one
ENSG00000197776	KLHDC1	ENSSSCG00000032489	KLHDC1	ortholog_one2one
ENSG00000103266	STUB1	ENSSSCG00000008008	STUB1	ortholog_one2one
ENSG00000163508	EOMES	ENSSSCG00000040057	EOMES	ortholog_one2one
ENSG00000082805	ERC1	ENSSSCG00000000755	ERC1	ortholog_one2one
ENSG00000205269	TMEM170B	ENSSSCG00000037420	TMEM170B	ortholog_one2one
ENSG00000203883	SOX18	ENSSSCG00000037865	SOX18	ortholog_one2one
ENSG00000154930	ACSS1	ENSSSCG00000007133	ACSS1	ortholog_one2one
ENSG00000183977	PP2D1	ENSSSCG00000027327	PP2D1	ortholog_one2one
ENSG00000265818	EEF1E1-BLOC1S5	ENSSSCG00000036257		ortholog_one2many
ENSG00000120235	IFNA6	ENSSSCG00000044440	IFN-ALPHA-4	ortholog_many2many
