Gene stable ID	Gene name	Macaque gene stable ID	Macaque gene name	Macaque homology type
ENSG00000206602	SNORD58A	ENSMMUG00000024851	SNORD58	ortholog_one2one
ENSG00000271982	SNORD58B	ENSMMUG00000026085	SNORD58	ortholog_one2one
ENSG00000101670	LIPG	ENSMMUG00000019054	LIPG	ortholog_one2one
ENSG00000165322	ARHGAP12	ENSMMUG00000004778	ARHGAP12	ortholog_one2one
ENSG00000168952	STXBP6	ENSMMUG00000015442	STXBP6	ortholog_one2one
ENSG00000205808	PLPP6	ENSMMUG00000059411	PLPP6	ortholog_one2one
ENSG00000197646	PDCD1LG2	ENSMMUG00000017991	PDCD1LG2	ortholog_one2one
ENSG00000102445	RUBCNL	ENSMMUG00000009862	RUBCNL	ortholog_one2one
ENSG00000044459	CNTLN	ENSMMUG00000023448	CNTLN	ortholog_one2one
ENSG00000125046	SSUH2	ENSMMUG00000009699	SSUH2	ortholog_one2one
ENSG00000142182	DNMT3L	ENSMMUG00000010648		ortholog_one2many
ENSG00000198934	MAGEE1	ENSMMUG00000049351	MAGEE1	ortholog_one2one
ENSG00000196440	ARMCX4	ENSMMUG00000045701	ARMCX4	ortholog_one2one
ENSG00000100890	PRORP	ENSMMUG00000019875	PRORP	ortholog_one2many
ENSG00000141627	DYM	ENSMMUG00000001760	DYM	ortholog_one2one
ENSG00000108515	ENO3	ENSMMUG00000012040	ENO3	ortholog_one2one
ENSG00000151117	TMEM86A	ENSMMUG00000041731	TMEM86A	ortholog_one2one
ENSG00000107036	RIC1	ENSMMUG00000009020	RIC1	ortholog_one2one
ENSG00000160224	AIRE	ENSMMUG00000004168	AIRE	ortholog_one2one
ENSG00000125247	TMTC4	ENSMMUG00000000481	TMTC4	ortholog_one2one
ENSG00000185222	TCEAL9	ENSMMUG00000010501	TCEAL9	ortholog_one2one
ENSG00000170748	RBMXL2	ENSMMUG00000008588	RBMXL2	ortholog_one2one
ENSG00000132259	CNGA4	ENSMMUG00000016883	CNGA4	ortholog_one2one
ENSG00000102390	PBDC1	ENSMMUG00000019569	PBDC1	ortholog_one2one
ENSG00000130701	RBBP8NL	ENSMMUG00000020933	RBBP8NL	ortholog_one2one
ENSG00000169635	HIC2	ENSMMUG00000031089	HIC2	ortholog_one2one
ENSG00000134343	ANO3	ENSMMUG00000012924	ANO3	ortholog_one2one
ENSG00000141646	SMAD4	ENSMMUG00000018334	SMAD4	ortholog_one2one
ENSG00000130540	SULT4A1	ENSMMUG00000005252	SULT4A1	ortholog_one2one
ENSG00000141959	PFKL	ENSMMUG00000004173	PFKL	ortholog_one2one
ENSG00000149646	CNBD2	ENSMMUG00000009307	CNBD2	ortholog_one2one
ENSG00000105255	FSD1	ENSMMUG00000000268	FSD1	ortholog_one2one
ENSG00000163576	EFHB	ENSMMUG00000018836	EFHB	ortholog_one2one
ENSG00000174016	TENT5D	ENSMMUG00000043822	TENT5D	ortholog_one2one
ENSG00000122145	TBX22	ENSMMUG00000054447	TBX22	ortholog_one2one
ENSG00000183032	SLC25A21	ENSMMUG00000009649	SLC25A21	ortholog_one2one
ENSG00000133106	EPSTI1	ENSMMUG00000014926	EPSTI1	ortholog_one2one
ENSG00000207154	RNU1-46P	ENSMMUG00000023916	U1	ortholog_one2one
ENSG00000176624	MEX3C	ENSMMUG00000023652	MEX3C	ortholog_one2one
ENSG00000131653	TRAF7	ENSMMUG00000019223	TRAF7	ortholog_one2one
ENSG00000073614	KDM5A	ENSMMUG00000013653	KDM5A	ortholog_one2one
ENSG00000101439	CST3	ENSMMUG00000050596	CST3	ortholog_one2one
ENSG00000196628	TCF4	ENSMMUG00000012001	TCF4	ortholog_one2one
ENSG00000188167	TMPPE	ENSMMUG00000052664	TMPPE	ortholog_one2one
ENSG00000164818	DNAAF5	ENSMMUG00000018261	DNAAF5	ortholog_one2one
ENSG00000087301	TXNDC16	ENSMMUG00000006997	TXNDC16	ortholog_one2one
ENSG00000153779	TGIF2LX	ENSMMUG00000009258	TGIF2LX	ortholog_one2one
ENSG00000011132	APBA3	ENSMMUG00000009672	APBA3	ortholog_one2one
ENSG00000129810	SGO1	ENSMMUG00000020341	SGO1	ortholog_one2one
ENSG00000102053	ZC3H12B	ENSMMUG00000012261	ZC3H12B	ortholog_one2one
ENSG00000124227	ANKRD60	ENSMMUG00000019946	ANKRD60	ortholog_one2one
ENSG00000188133	TMEM215	ENSMMUG00000053668	TMEM215	ortholog_one2one
ENSG00000147862	NFIB	ENSMMUG00000014697	NFIB	ortholog_one2one
ENSG00000102057	KCND1	ENSMMUG00000004559	KCND1	ortholog_one2one
ENSG00000110768	GTF2H1	ENSMMUG00000017959	GTF2H1	ortholog_one2one
ENSG00000127863	TNFRSF19	ENSMMUG00000004237	TNFRSF19	ortholog_one2one
ENSG00000083454	P2RX5	ENSMMUG00000023392		ortholog_one2many
ENSG00000147202	DIAPH2	ENSMMUG00000020862	DIAPH2	ortholog_one2one
ENSG00000105289	TJP3	ENSMMUG00000028930	TJP3	ortholog_one2one
ENSG00000101193	GID8	ENSMMUG00000050053	GID8	ortholog_one2one
ENSG00000131059	BPIFA3	ENSMMUG00000008928	BPIFA3	ortholog_one2one
ENSG00000183751	TBL3	ENSMMUG00000007943	TBL3	ortholog_one2one
ENSG00000256590	TRDV3	ENSMMUG00000042135	TRDV3	ortholog_one2one
ENSG00000105928	GSDME	ENSMMUG00000016938	GSDME	ortholog_one2one
ENSG00000072401	UBE2D1	ENSMMUG00000019825	UBE2D1	ortholog_one2one
ENSG00000168229	PTGDR	ENSMMUG00000000024	PTGDR	ortholog_one2one
ENSG00000139832	RAB20	ENSMMUG00000063358	RAB20	ortholog_one2one
ENSG00000160226	CFAP410	ENSMMUG00000049578	CFAP410	ortholog_one2one
ENSG00000165501	LRR1	ENSMMUG00000037526	LRR1	ortholog_one2one
ENSG00000159307	SCUBE1	ENSMMUG00000006061	SCUBE1	ortholog_one2one
ENSG00000134905	CARS2	ENSMMUG00000012666	CARS2	ortholog_one2one
ENSG00000124225	PMEPA1	ENSMMUG00000022589	PMEPA1	ortholog_one2one
ENSG00000266524	GDF10	ENSMMUG00000011912	GDF10	ortholog_one2one
ENSG00000255639		ENSMMUG00000020813	NDUFA9	ortholog_one2many
ENSG00000120645	IQSEC3	ENSMMUG00000022067	IQSEC3	ortholog_one2one
ENSG00000165516	KLHDC2	ENSMMUG00000029366	KLHDC2	ortholog_one2one
ENSG00000196693	ZNF33B	ENSMMUG00000010528	ZNF33B	ortholog_one2one
ENSG00000266692		ENSMMUG00000040201		ortholog_one2one
ENSG00000183569	SERHL2	ENSMMUG00000051087		ortholog_one2one
ENSG00000160233	LRRC3	ENSMMUG00000049755	LRRC3	ortholog_one2one
ENSG00000175894	TSPEAR	ENSMMUG00000022556	TSPEAR	ortholog_one2one
ENSG00000110696	C11orf58	ENSMMUG00000017626	C14H11orf58	ortholog_one2one
ENSG00000101365	IDH3B	ENSMMUG00000021328	IDH3B	ortholog_one2one
ENSG00000047621	C12orf4	ENSMMUG00000015188	C11H12orf4	ortholog_one2one
ENSG00000107745	MICU1	ENSMMUG00000016963	MICU1	ortholog_one2one
ENSG00000129170	CSRP3	ENSMMUG00000019119	CSRP3	ortholog_one2one
ENSG00000131171	SH3BGRL	ENSMMUG00000001689	SH3BGRL	ortholog_one2one
ENSG00000070882	OSBPL3	ENSMMUG00000016939	OSBPL3	ortholog_one2one
ENSG00000215455	KRTAP10-1	ENSMMUG00000022558		ortholog_one2many
ENSG00000196415	PRTN3	ENSMMUG00000061589	PRTN3	ortholog_one2one
ENSG00000241123	KRTAP10-5	ENSMMUG00000022558		ortholog_one2many
ENSG00000188155	KRTAP10-6	ENSMMUG00000043221		ortholog_one2one
ENSG00000170935	NCBP2L	ENSMMUG00000055663	NCBP2L	ortholog_one2one
ENSG00000187766	KRTAP10-8	ENSMMUG00000048049	KRTAP10-8	ortholog_one2one
ENSG00000153487	ING1	ENSMMUG00000022818	ING1	ortholog_one2one
ENSG00000221859	KRTAP10-10	ENSMMUG00000022559		ortholog_one2one
ENSG00000204071	TCEAL6	ENSMMUG00000032393		ortholog_many2many
ENSG00000204071	TCEAL6	ENSMMUG00000003501		ortholog_many2many
ENSG00000221864	KRTAP12-2	ENSMMUG00000022561		ortholog_one2many
ENSG00000187175	KRTAP12-1	ENSMMUG00000022561		ortholog_one2many
ENSG00000244264	RN7SL597P	ENSMMUG00000038337	Metazoa_SRP	ortholog_one2one
ENSG00000184787	UBE2G2	ENSMMUG00000045077	UBE2G2	ortholog_one2one
ENSG00000170743	SYT9	ENSMMUG00000004267	SYT9	ortholog_one2one
ENSG00000151079	KCNA6	ENSMMUG00000063966	KCNA6	ortholog_one2one
ENSG00000120696	KBTBD7	ENSMMUG00000004799	KBTBD7	ortholog_one2one
ENSG00000167972	ABCA3	ENSMMUG00000019242	ABCA3	ortholog_one2one
ENSG00000120662	MTRF1	ENSMMUG00000017978	MTRF1	ortholog_one2one
ENSG00000104885	DOT1L	ENSMMUG00000010107	DOT1L	ortholog_one2one
ENSG00000127774	EMC6	ENSMMUG00000023391	EMC6	ortholog_one2one
ENSG00000180787	ZFP3	ENSMMUG00000056095	ZFP3	ortholog_one2one
ENSG00000004478	FKBP4	ENSMMUG00000007405	FKBP4	ortholog_one2one
ENSG00000093167	LRRFIP2	ENSMMUG00000022539	LRRFIP2	ortholog_one2one
ENSG00000124164	VAPB	ENSMMUG00000052716		ortholog_one2many
ENSG00000124164	VAPB	ENSMMUG00000063760	VAPB	ortholog_one2many
ENSG00000254598	CSNK2A3	ENSMMUG00000031224	CSNK2A1	ortholog_one2many
ENSG00000172766	NAA16	ENSMMUG00000011590	NAA16	ortholog_one2one
ENSG00000108528	SLC25A11	ENSMMUG00000002765	SLC25A11	ortholog_one2one
ENSG00000189139	FSCB	ENSMMUG00000011876	FSCB	ortholog_one2one
ENSG00000099250	NRP1	ENSMMUG00000017588	NRP1	ortholog_one2one
ENSG00000183161	FANCF	ENSMMUG00000020817	FANCF	ortholog_one2one
ENSG00000160255	ITGB2	ENSMMUG00000000951	ITGB2	ortholog_one2one
ENSG00000095932	SMIM24	ENSMMUG00000010560	SMIM24	ortholog_one2one
ENSG00000073712	FERMT2	ENSMMUG00000010689	FERMT2	ortholog_one2one
ENSG00000211685	IGLC7	ENSMMUG00000014641		ortholog_many2many
ENSG00000211685	IGLC7	ENSMMUG00000020092		ortholog_many2many
ENSG00000211685	IGLC7	ENSMMUG00000044861		ortholog_many2many
ENSG00000167333	TRIM68	ENSMMUG00000022682	TRIM68	ortholog_one2one
ENSG00000100991	TRPC4AP	ENSMMUG00000000229	TRPC4AP	ortholog_one2one
ENSG00000060566	CREB3L3	ENSMMUG00000019954	CREB3L3	ortholog_one2one
ENSG00000112699	GMDS	ENSMMUG00000005779	GMDS	ortholog_one2one
ENSG00000100395	L3MBTL2	ENSMMUG00000014164	L3MBTL2	ortholog_one2one
ENSG00000152219	ARL14EP	ENSMMUG00000017590	ARL14EP	ortholog_one2one
ENSG00000065970	FOXJ2	ENSMMUG00000015256	FOXJ2	ortholog_one2one
ENSG00000141040	ZNF287	ENSMMUG00000016723	ZNF287	ortholog_one2one
ENSG00000129158	SERGEF	ENSMMUG00000006405	SERGEF	ortholog_one2one
ENSG00000102760	RGCC	ENSMMUG00000011593	RGCC	ortholog_one2one
ENSG00000112685	EXOC2	ENSMMUG00000023558	EXOC2	ortholog_one2one
ENSG00000102763	VWA8	ENSMMUG00000011594	VWA8	ortholog_one2one
ENSG00000101146	RAE1	ENSMMUG00000000252	RAE1	ortholog_one2one
ENSG00000091592	NLRP1	ENSMMUG00000030453	NLRP1	ortholog_one2one
ENSG00000111732	AICDA	ENSMMUG00000019134	AICDA	ortholog_one2one
ENSG00000178951	ZBTB7A	ENSMMUG00000063320	ZBTB7A	ortholog_one2one
ENSG00000167476	JSRP1	ENSMMUG00000000311	JSRP1	ortholog_one2one
ENSG00000099219	ERMP1	ENSMMUG00000005469	ERMP1	ortholog_one2one
ENSG00000077463	SIRT6	ENSMMUG00000019955	SIRT6	ortholog_one2one
ENSG00000100060	MFNG	ENSMMUG00000003005	MFNG	ortholog_one2one
ENSG00000167964	RAB26	ENSMMUG00000002843	RAB26	ortholog_one2one
ENSG00000129480	DTD2	ENSMMUG00000050472	DTD2	ortholog_one2one
ENSG00000276138	U6	ENSMMUG00000052370	U6	ortholog_one2many
ENSG00000276871	5_8S_rRNA	ENSMMUG00000026258	5_8S_rRNA	ortholog_one2many
ENSG00000278188	U6	ENSMMUG00000052370	U6	ortholog_one2many
ENSG00000275319	Metazoa_SRP	ENSMMUG00000055670	Metazoa_SRP	ortholog_one2one
ENSG00000251940		ENSMMUG00000036563		ortholog_one2one
ENSG00000212216	RNU6-816P	ENSMMUG00000059311	U6	ortholog_many2many
ENSG00000212216	RNU6-816P	ENSMMUG00000055974	U6	ortholog_many2many
ENSG00000212216	RNU6-816P	ENSMMUG00000055824	U6	ortholog_many2many
ENSG00000212216	RNU6-816P	ENSMMUG00000054230	U6	ortholog_many2many
ENSG00000277248	U2	ENSMMUG00000035166	U2	ortholog_one2one
ENSG00000137265	IRF4	ENSMMUG00000018513	IRF4	ortholog_one2one
ENSG00000100519	PSMC6	ENSMMUG00000029348		ortholog_one2many
ENSG00000100519	PSMC6	ENSMMUG00000049010		ortholog_one2many
ENSG00000200443	RNU6-1066P	ENSMMUG00000033280	U6	ortholog_one2one
ENSG00000241406	RN7SL515P	ENSMMUG00000043964	Metazoa_SRP	ortholog_one2one
ENSG00000206962	RNU6-74P	ENSMMUG00000060583	U6	ortholog_one2one
ENSG00000199695	RNU6-1128P	ENSMMUG00000034348	U6	ortholog_one2one
ENSG00000242251	RN7SL20P	ENSMMUG00000045479	Metazoa_SRP	ortholog_one2one
ENSG00000199783		ENSMMUG00000028447		ortholog_one2one
ENSG00000202019	Y_RNA	ENSMMUG00000052000	Y_RNA	ortholog_one2one
ENSG00000239249	RN7SL757P	ENSMMUG00000042122	Metazoa_SRP	ortholog_one2one
ENSG00000123200	ZC3H13	ENSMMUG00000017025	ZC3H13	ortholog_one2one
ENSG00000241693	RN7SL704P	ENSMMUG00000043169	Metazoa_SRP	ortholog_one2one
ENSG00000283990	MIRLET7A3	ENSMMUG00000027003		ortholog_one2one
ENSG00000207455	RNU6-331P	ENSMMUG00000052305	U6	ortholog_one2one
ENSG00000277771	Metazoa_SRP	ENSMMUG00000063932	Metazoa_SRP	ortholog_one2one
ENSG00000209482	SNORD83A	ENSMMUG00000033033		ortholog_one2one
ENSG00000209480	SNORD83B	ENSMMUG00000033056		ortholog_one2one
ENSG00000263764	SNORD43	ENSMMUG00000023833		ortholog_one2one
ENSG00000251985	RNU6-1161P	ENSMMUG00000036271	U6	ortholog_one2one
ENSG00000147885	IFNA16	ENSMMUG00000052729	IFNA16	ortholog_one2one
ENSG00000068323	TFE3	ENSMMUG00000023494	TFE3	ortholog_one2one
ENSG00000241333	RN7SL385P	ENSMMUG00000061828	Metazoa_SRP	ortholog_one2one
ENSG00000273979	Metazoa_SRP	ENSMMUG00000038198	Metazoa_SRP	ortholog_one2one
ENSG00000200683	RNU6-379P	ENSMMUG00000055125	U6	ortholog_one2one
ENSG00000222698	Y_RNA	ENSMMUG00000034258	Y_RNA	ortholog_one2one
ENSG00000125249	RAP2A	ENSMMUG00000062318	RAP2A	ortholog_one2one
ENSG00000252859	RNU6-375P	ENSMMUG00000034599	U6	ortholog_one2one
ENSG00000198642	KLHL9	ENSMMUG00000010959	KLHL9	ortholog_one2one
ENSG00000200448	Y_RNA	ENSMMUG00000024114	Y_RNA	ortholog_one2one
ENSG00000240186	RN7SL633P	ENSMMUG00000042847	Metazoa_SRP	ortholog_one2many
ENSG00000251913	RNU6-513P	ENSMMUG00000027696	U6	ortholog_one2one
ENSG00000276027	RNU12	ENSMMUG00000025523	U12	ortholog_one2one
ENSG00000239547	RN7SL843P	ENSMMUG00000041913	Metazoa_SRP	ortholog_one2one
ENSG00000176399	DMRTA1	ENSMMUG00000054138	DMRTA1	ortholog_one2one
ENSG00000100379	KCTD17	ENSMMUG00000000149	KCTD17	ortholog_one2one
ENSG00000147874	HAUS6	ENSMMUG00000018396	HAUS6	ortholog_one2one
ENSG00000139793	MBNL2	ENSMMUG00000022744	MBNL2	ortholog_one2one
ENSG00000145945	FAM50B	ENSMMUG00000039209	FAM50B	ortholog_one2one
ENSG00000059804	SLC2A3	ENSMMUG00000000439		ortholog_many2many
ENSG00000059804	SLC2A3	ENSMMUG00000046124	SLC2A3	ortholog_many2many
ENSG00000131044	TTLL9	ENSMMUG00000000971	TTLL9	ortholog_one2one
ENSG00000188917	TRMT2B	ENSMMUG00000010394	TRMT2B	ortholog_one2one
ENSG00000103249	CLCN7	ENSMMUG00000021518	CLCN7	ortholog_one2one
ENSG00000121691	CAT	ENSMMUG00000002429	CAT	ortholog_one2one
ENSG00000258790		ENSMMUG00000019875	PRORP	ortholog_one2many
ENSG00000108518	PFN1	ENSMMUG00000051787	PFN1	ortholog_one2one
ENSG00000122692	SMU1	ENSMMUG00000002088	SMU1	ortholog_one2one
ENSG00000130037	KCNA5	ENSMMUG00000022887	KCNA5	ortholog_one2one
ENSG00000144711	IQSEC1	ENSMMUG00000001342	IQSEC1	ortholog_one2one
ENSG00000132517	SLC52A1	ENSMMUG00000011344	SLC52A1	ortholog_one2one
ENSG00000128276	RFPL3	ENSMMUG00000011863		ortholog_one2many
ENSG00000213995	NAXD	ENSMMUG00000012663	NAXD	ortholog_one2one
ENSG00000170925	TEX13B	ENSMMUG00000007185	TEX13B	ortholog_one2one
ENSG00000182463	TSHZ2	ENSMMUG00000013035	TSHZ2	ortholog_one2one
ENSG00000120647	CCDC77	ENSMMUG00000013892	CCDC77	ortholog_one2one
ENSG00000183255	PTTG1IP	ENSMMUG00000046352	PTTG1IP	ortholog_one2one
ENSG00000182489	XKRX	ENSMMUG00000045191	XKRX	ortholog_one2one
ENSG00000101161	PRPF6	ENSMMUG00000015558	PRPF6	ortholog_one2one
ENSG00000120594	PLXDC2	ENSMMUG00000015370	PLXDC2	ortholog_one2one
ENSG00000186675	MAGEE2	ENSMMUG00000023635	MAGEE2	ortholog_one2one
ENSG00000100220	RTCB	ENSMMUG00000006720	RTCB	ortholog_one2one
ENSG00000149100	EIF3M	ENSMMUG00000009026	EIF3M	ortholog_one2one
ENSG00000102226	USP11	ENSMMUG00000016608	USP11	ortholog_one2one
ENSG00000054796	SPO11	ENSMMUG00000050707	SPO11	ortholog_one2one
ENSG00000120217	CD274	ENSMMUG00000012235	CD274	ortholog_one2one
ENSG00000121743	GJA3	ENSMMUG00000052705	GJA3	ortholog_one2one
ENSG00000074370	ATP2A3	ENSMMUG00000008263	ATP2A3	ortholog_one2one
ENSG00000165474	GJB2	ENSMMUG00000010522	GJB2	ortholog_one2one
ENSG00000121742	GJB6	ENSMMUG00000023295	GJB6	ortholog_one2one
ENSG00000087303	NID2	ENSMMUG00000018201	NID2	ortholog_one2one
ENSG00000228300	FAM174C	ENSMMUG00000022104	FAM174C	ortholog_one2one
ENSG00000160256	FAM207A	ENSMMUG00000000953	FAM207A	ortholog_one2one
ENSG00000105428	ZNRF4	ENSMMUG00000012312	ZNRF4	ortholog_one2one
ENSG00000105229	PIAS4	ENSMMUG00000011018	PIAS4	ortholog_one2one
ENSG00000099810	MTAP	ENSMMUG00000001137	MTAP	ortholog_one2one
ENSG00000204176	SYT15	ENSMMUG00000013441		ortholog_one2many
ENSG00000166478	ZNF143	ENSMMUG00000008758	ZNF143	ortholog_one2one
ENSG00000267795	SMIM22	ENSMMUG00000059174	SMIM22	ortholog_one2one
ENSG00000111254	AKAP3	ENSMMUG00000020812	AKAP3	ortholog_one2one
ENSG00000132821	VSTM2L	ENSMMUG00000017230	VSTM2L	ortholog_one2one
ENSG00000240647	RN7SL305P	ENSMMUG00000043578	Metazoa_SRP	ortholog_one2one
ENSG00000071189	SNX13	ENSMMUG00000021915	SNX13	ortholog_one2one
ENSG00000121741	ZMYM2	ENSMMUG00000030812	ZMYM2	ortholog_one2one
ENSG00000128203	ASPHD2	ENSMMUG00000023441	ASPHD2	ortholog_one2one
ENSG00000186866	POFUT2	ENSMMUG00000010700	POFUT2	ortholog_one2one
ENSG00000204548	DEFB121	ENSMMUG00000017530	DEFB121	ortholog_one2one
ENSG00000100104	SRRD	ENSMMUG00000023443	SRRD	ortholog_one2one
ENSG00000182872	RBM10	ENSMMUG00000017423	RBM10	ortholog_one2one
ENSG00000184207	PGP	ENSMMUG00000055128	PGP	ortholog_one2one
ENSG00000125977	EIF2S2	ENSMMUG00000018095	EIF2S2	ortholog_one2one
ENSG00000148484	RSU1	ENSMMUG00000016067	RSU1	ortholog_one2one
ENSG00000141905	NFIC	ENSMMUG00000003439	NFIC	ortholog_one2one
ENSG00000100109	TFIP11	ENSMMUG00000023446	TFIP11	ortholog_one2one
ENSG00000197776	KLHDC1	ENSMMUG00000003914	KLHDC1	ortholog_one2one
ENSG00000103266	STUB1	ENSMMUG00000049219	STUB1	ortholog_one2one
ENSG00000163508	EOMES	ENSMMUG00000064030	EOMES	ortholog_one2one
ENSG00000082805	ERC1	ENSMMUG00000010933	ERC1	ortholog_one2one
ENSG00000205269	TMEM170B	ENSMMUG00000052262	TMEM170B	ortholog_one2one
ENSG00000203883	SOX18	ENSMMUG00000050871	SOX18	ortholog_one2one
ENSG00000154930	ACSS1	ENSMMUG00000020597	ACSS1	ortholog_one2one
ENSG00000183977	PP2D1	ENSMMUG00000006993	PP2D1	ortholog_one2one
ENSG00000120235	IFNA6	ENSMMUG00000054514	IFNA6	ortholog_one2one
ENSG00000170312	CDK1	ENSMMUG00000019876	CDK1	ortholog_one2one
ENSG00000091317	CMTM6	ENSMMUG00000001443	CMTM6	ortholog_one2one
ENSG00000172179	PRL	ENSMMUG00000020646	PRL	ortholog_one2one
ENSG00000182107	TMEM30B	ENSMMUG00000007264	TMEM30B	ortholog_one2one
ENSG00000174482	LINGO2	ENSMMUG00000017199	LINGO2	ortholog_one2one
ENSG00000131951	LRRC9	ENSMMUG00000004854	LRRC9	ortholog_one2one
ENSG00000268104	SLC6A14	ENSMMUG00000057063	SLC6A14	ortholog_one2one
ENSG00000128294	TPST2	ENSMMUG00000023450	TPST2	ortholog_one2one
ENSG00000164985	PSIP1	ENSMMUG00000002224	PSIP1	ortholog_one2one
ENSG00000131386	GALNT15	ENSMMUG00000022690	GALNT15	ortholog_one2one
ENSG00000126947	ARMCX1	ENSMMUG00000023604	ARMCX1	ortholog_one2one
ENSG00000183570	PCBP3	ENSMMUG00000003825	PCBP3	ortholog_one2one
ENSG00000047597	XK	ENSMMUG00000061198	XK	ortholog_one2one
ENSG00000101134	DOK5	ENSMMUG00000007090	DOK5	ortholog_one2one
ENSG00000122550	KLHL7	ENSMMUG00000001562	KLHL7	ortholog_one2one
ENSG00000100122	CRYBB1	ENSMMUG00000023452	CRYBB1	ortholog_one2one
ENSG00000198088	NUP62CL	ENSMMUG00000053495	NUP62CL	ortholog_one2one
ENSG00000165097	KDM1B	ENSMMUG00000018575	KDM1B	ortholog_one2one
ENSG00000196431	CRYBA4	ENSMMUG00000023451	CRYBA4	ortholog_one2one
ENSG00000227877	MRLN	ENSMMUG00000042150	MRLN	ortholog_one2one
ENSG00000180998	GPR137C	ENSMMUG00000006998	GPR137C	ortholog_one2one
ENSG00000089682	RBM41	ENSMMUG00000023172	RBM41	ortholog_one2one
ENSG00000005513	SOX8	ENSMMUG00000051720	SOX8	ortholog_one2one
ENSG00000222726	RNU2-7P	ENSMMUG00000056745	U2	ortholog_one2many
ENSG00000222726	RNU2-7P	ENSMMUG00000055958	U2	ortholog_one2many
ENSG00000100385	IL2RB	ENSMMUG00000005417	IL2RB	ortholog_one2one
ENSG00000150456	EEF1AKMT1	ENSMMUG00000013370	EEF1AKMT1	ortholog_one2one
ENSG00000156026	MCU	ENSMMUG00000020402	MCU	ortholog_one2one
ENSG00000126773	PCNX4	ENSMMUG00000015443	PCNX4	ortholog_one2one
ENSG00000167967	E4F1	ENSMMUG00000019235	E4F1	ortholog_one2one
ENSG00000132953	XPO4	ENSMMUG00000013371	XPO4	ortholog_one2one
ENSG00000158470	B4GALT5	ENSMMUG00000002124	B4GALT5	ortholog_one2one
ENSG00000170860	LSM3	ENSMMUG00000038627		ortholog_one2one
ENSG00000150457	LATS2	ENSMMUG00000019006	LATS2	ortholog_one2one
ENSG00000187690	EZHIP	ENSMMUG00000063652	EZHIP	ortholog_one2one
ENSG00000146109	ABT1	ENSMMUG00000060813	ABT1	ortholog_one2one
ENSG00000201821	RNU4-9P	ENSMMUG00000027837	U4	ortholog_one2one
ENSG00000047648	ARHGAP6	ENSMMUG00000003896	ARHGAP6	ortholog_one2one
ENSG00000031823	RANBP3	ENSMMUG00000011964	RANBP3	ortholog_one2one
ENSG00000151849	CENPJ	ENSMMUG00000014611	CENPJ	ortholog_one2one
ENSG00000149679	CABLES2	ENSMMUG00000005011	CABLES2	ortholog_one2one
ENSG00000112799	LY86	ENSMMUG00000057286	LY86	ortholog_one2one
ENSG00000157152	SYN2	ENSMMUG00000001120	SYN2	ortholog_one2one
ENSG00000133466	C1QTNF6	ENSMMUG00000044029	C1QTNF6	ortholog_one2one
ENSG00000259024	TVP23C-CDRT4	ENSMMUG00000019203	TVP23B	ortholog_one2one
ENSG00000125999	BPIFB1	ENSMMUG00000062078	BPIFB1	ortholog_one2one
ENSG00000153162	BMP6	ENSMMUG00000021600	BMP6	ortholog_one2one
ENSG00000165757	JCAD	ENSMMUG00000021559	JCAD	ortholog_one2one
ENSG00000278195	SSTR3	ENSMMUG00000018853	SSTR3	ortholog_one2one
ENSG00000165655	ZNF503	ENSMMUG00000006102	ZNF503	ortholog_one2one
ENSG00000106546	AHR	ENSMMUG00000012203		ortholog_one2many
ENSG00000126778	SIX1	ENSMMUG00000058852	SIX1	ortholog_one2one
ENSG00000137414	FAM8A1	ENSMMUG00000001992	FAM8A1	ortholog_one2one
ENSG00000128340	RAC2	ENSMMUG00000048761	RAC2	ortholog_one2one
ENSG00000239264	TXNDC5	ENSMMUG00000038560	BLOC1S5	ortholog_one2one
ENSG00000077327	SPAG6	ENSMMUG00000000882	SPAG6	ortholog_one2one
ENSG00000139970	RTN1	ENSMMUG00000011966	RTN1	ortholog_one2one
ENSG00000176974	SHMT1	ENSMMUG00000013535	SHMT1	ortholog_one2one
ENSG00000124256	ZBP1	ENSMMUG00000022588	ZBP1	ortholog_one2one
ENSG00000137074	APTX	ENSMMUG00000007724	APTX	ortholog_one2one
ENSG00000109851	DBX1	ENSMMUG00000040777	DBX1	ortholog_one2one
ENSG00000184012	TMPRSS2	ENSMMUG00000015332	TMPRSS2	ortholog_one2one
ENSG00000110422	HIPK3	ENSMMUG00000019988	HIPK3	ortholog_one2one
ENSG00000136261	BZW2	ENSMMUG00000017045	BZW2	ortholog_one2one
ENSG00000205937	RNPS1	ENSMMUG00000041726		ortholog_one2many
ENSG00000205937	RNPS1	ENSMMUG00000019238		ortholog_one2many
ENSG00000181315	ZNF322	ENSMMUG00000017480	ZNF322	ortholog_one2one
ENSG00000020256	ZFP64	ENSMMUG00000018846	ZFP64	ortholog_one2one
ENSG00000187045	TMPRSS6	ENSMMUG00000000151	TMPRSS6	ortholog_one2one
ENSG00000178567	EPM2AIP1	ENSMMUG00000022532	EPM2AIP1	ortholog_one2one
ENSG00000199767	RNU6-78P	ENSMMUG00000034635	U6	ortholog_one2one
ENSG00000242381	RN7SL741P	ENSMMUG00000040520	Metazoa_SRP	ortholog_one2one
ENSG00000180730	SHISA2	ENSMMUG00000062341	SHISA2	ortholog_one2one
ENSG00000133105	RXFP2	ENSMMUG00000003898	RXFP2	ortholog_one2one
